scientificName,Common Name,sourceStatus,status
Daviesia sarissa subsp. redacta,,P2,Priority 2: Poorly-known species
Daviesia smithiorum,,P2,Priority 2: Poorly-known species
Daviesia speciosa,Beautiful Daviesia,EN,Endangered
Daviesia spiralis,Spiral-leaved Daviesia,P4,"Priority 4: Rare, Near Threatened"
Daviesia tortuosa,,P3,Priority 3: Poorly-known species
Daviesia uncinata,,P3,Priority 3: Poorly-known species
Decaisnina biangulata,,P3,Priority 3: Poorly-known species
Decaisnina brittenii subsp. speciosa,,P3,Priority 3: Poorly-known species
Decaisnina signata subsp. cardiophylla,,P3,Priority 3: Poorly-known species
Decaschistia byrnesii subsp. lavandulacea,,P3,Priority 3: Poorly-known species
Degelia flabellata,,P2,Priority 2: Poorly-known species
Dendrolobium cheelii,,P3,Priority 3: Poorly-known species
Dendrophthoe odontocalyx,,P3,Priority 3: Poorly-known species
Desmocladus biformis,,P3,Priority 3: Poorly-known species
Desmocladus diacolpicus,,P1,Priority 1: Poorly-known species
Desmocladus elongatus,,P4,"Priority 4: Rare, Near Threatened"
Desmocladus eludens,,P2,Priority 2: Poorly-known species
Desmocladus eyreanus,,P2,Priority 2: Poorly-known species
Desmocladus ferruginipes,,P1,Priority 1: Poorly-known species
Desmocladus glomeratus,,P2,Priority 2: Poorly-known species
Desmocladus microcarpus,,P2,Priority 2: Poorly-known species
Desmocladus nodatus,,P3,Priority 3: Poorly-known species
Deyeuxia abscondita,,P1,Priority 1: Poorly-known species
Deyeuxia drummondii,Drummond Grass,VU,Vulnerable
Deyeuxia inaequalis,,P1,Priority 1: Poorly-known species
Dicarpidium sp. A Kimberley Flora (K.F. Kenneally 8686),,P1,Priority 1: Poorly-known species
Dicarpidium sp. B Kimberley Flora (G.J. Keighery 10138),,P1,Priority 1: Poorly-known species
Dicarpidium sp. Mt Leake (T. Willing 469),,P3,Priority 3: Poorly-known species
Dicarpidium sp. Purnululu (K.A. Menkhorst 766),,P2,Priority 2: Poorly-known species
Dicladanthera glabra,,P2,Priority 2: Poorly-known species
Dicrastylis archeri,,P1,Priority 1: Poorly-known species
Dicrastylis capitellata,,P1,Priority 1: Poorly-known species
Dicrastylis cundeeleensis,,P4,"Priority 4: Rare, Near Threatened"
Dicrastylis incana,,P2,Priority 2: Poorly-known species
Dicrastylis linearifolia,,P3,Priority 3: Poorly-known species
Dicrastylis micrantha,,P3,Priority 3: Poorly-known species
Dicrastylis mitchellii,,P1,Priority 1: Poorly-known species
Dicrastylis obovata,,P2,Priority 2: Poorly-known species
Dicrastylis reticulata,,P3,Priority 3: Poorly-known species
Dicrastylis sp. Cue (A.A. Mitchell 764),,P1,Priority 1: Poorly-known species
Dicrastylis sp. Denham (M. Lewis 42/92),,P1,Priority 1: Poorly-known species
Dicrastylis sp. Ilkurlka (R. Davis et al. RD 11637),,P1,Priority 1: Poorly-known species
Dicrastylis subterminalis,,P1,Priority 1: Poorly-known species
Dicrastylis velutina,,P3,Priority 3: Poorly-known species
Didymoplexis pallens,"Potato orchid, Crystal bells",P1,Priority 1: Poorly-known species
Dielsiodoxa altimontana,,P2,Priority 2: Poorly-known species
Dielsiodoxa leucantha subsp. leucantha,,P3,Priority 3: Poorly-known species
Dielsiodoxa propullulans,,P2,Priority 2: Poorly-known species
Dielsiodoxa tamariscina,,P2,Priority 2: Poorly-known species
Dillwynia dillwynioides,,P3,Priority 3: Poorly-known species
Dillwynia sp. Capel (P.A. Jurjevich 1771),,P3,Priority 3: Poorly-known species
Dillwynia sp. Coujinup Hill (M.A. Burgman 1560),,P1,Priority 1: Poorly-known species
Diodontium filifolium,,P1,Priority 1: Poorly-known species
Diospyros calycantha,,P1,Priority 1: Poorly-known species
Diospyros littorea,,P2,Priority 2: Poorly-known species
Diplatia furcata,,P3,Priority 3: Poorly-known species
Diplolaena andrewsii,,EN,Endangered
Dipodium basalticum,,P1,Priority 1: Poorly-known species
Dipteracanthus chichesterensis,,P1,Priority 1: Poorly-known species
Dithyrostegia gracilis,,P1,Priority 1: Poorly-known species
Diuris brevis,Short-nosed Donkey Orchid,P2,Priority 2: Poorly-known species
Diuris drummondii,Tall Donkey Orchid,VU,Vulnerable
Diuris eburnea,Arrowsmith Bee Orchid,P1,Priority 1: Poorly-known species
Diuris heberlei,Heberle's Donkey Orchid,P2,Priority 2: Poorly-known species
Diuris micrantha,Dwarf Bee Orchid,VU,Vulnerable
Diuris purdiei,Purdie's Donkey Orchid,EN,Endangered
Diuris recurva,Mini Donkey Orchid,P4,"Priority 4: Rare, Near Threatened"
Dodonaea amplisemina,,P4,"Priority 4: Rare, Near Threatened"
Dodonaea hackettiana,Hackett's Hopbush,P4,"Priority 4: Rare, Near Threatened"
Dodonaea hexandra,,P1,Priority 1: Poorly-known species
Dodonaea oxyptera,Hop Bush,P2,Priority 2: Poorly-known species
Dodonaea scurra,,P1,Priority 1: Poorly-known species
Dolichandrone filiformis,,P2,Priority 2: Poorly-known species
Dolichocarpa sp. Hamersley Station (A.A. Mitchell PRP 1479),,P3,Priority 3: Poorly-known species
Doodia caudata,,P2,Priority 2: Poorly-known species
Dopatrium junceum,,P1,Priority 1: Poorly-known species
Drakaea andrewsiae,Lost Hammer Orchid,P1,Priority 1: Poorly-known species
Drakaea concolor,Kneeling Hammer Orchid,EN,Endangered
Drakaea confluens,Late Hammer Orchid,CR,Critically Endangered
Drakaea elastica,Glossy-leaved Hammer Orchid,CR,Critically Endangered
Drakaea isolata,Lonely Hammer Orchid,CR,Critically Endangered
Drakaea micrantha,Dwarf Hammer Orchid,EN,Endangered
Drepanocladus aduncus,,P2,Priority 2: Poorly-known species
Drosera albonotata,,P2,Priority 2: Poorly-known species
Drosera allantostigma,,P1,Priority 1: Poorly-known species
Drosera atrata,,P3,Priority 3: Poorly-known species
Drosera bicolor,,P1,Priority 1: Poorly-known species
Drosera binata,,P2,Priority 2: Poorly-known species
Drosera bulbosa subsp. coronata,,P2,Priority 2: Poorly-known species
Drosera eremaea,,P3,Priority 3: Poorly-known species
Drosera fimbriata,Manypeaks Sundew,P4,"Priority 4: Rare, Near Threatened"
Drosera gibsonii,,P2,Priority 2: Poorly-known species
Drosera graniticola,,P4,"Priority 4: Rare, Near Threatened"
Drosera grievei,,P1,Priority 1: Poorly-known species
Drosera hortiorum,,P2,Priority 2: Poorly-known species
Drosera huegelii var. phillmanniana,,P2,Priority 2: Poorly-known species
Drosera kenneallyi,,P1,Priority 1: Poorly-known species
Drosera koikyennuruff,,P2,Priority 2: Poorly-known species
Drosera lasiantha,,P2,Priority 2: Poorly-known species
Drosera leioblastus,,P1,Priority 1: Poorly-known species
Drosera leucostigma,,P1,Priority 1: Poorly-known species
Drosera macropetala,,P1,Priority 1: Poorly-known species
Drosera micra,,P1,Priority 1: Poorly-known species
Drosera nivea,,P1,Priority 1: Poorly-known species
Drosera occidentalis,Western Sundew,P4,"Priority 4: Rare, Near Threatened"
Drosera orbiculata,,P1,Priority 1: Poorly-known species
Drosera oreopodion,,P1,Priority 1: Poorly-known species
Drosera paleacea,Dwarf Sundew,P1,Priority 1: Poorly-known species
Drosera patens,,P1,Priority 1: Poorly-known species
Drosera pedicellaris,,P1,Priority 1: Poorly-known species
Drosera prophylla,,P3,Priority 3: Poorly-known species
Drosera radicans,,P3,Priority 3: Poorly-known species
Drosera rechingeri,,P3,Priority 3: Poorly-known species
Drosera reflexa,,P2,Priority 2: Poorly-known species
Drosera rubricalyx,,P2,Priority 2: Poorly-known species
Drosera salina,,P2,Priority 2: Poorly-known species
Drosera sewelliae,Red Woolly Sundew,P2,Priority 2: Poorly-known species
Drosera sp. Kentdale (G.J. Bourke 458),,P2,Priority 2: Poorly-known species
Drosera sp. Lesueur National Park (C.A. Gardner 9350),,P2,Priority 2: Poorly-known species
Drosera sp. Yampi Peninsula (A.J.M. Hopkins BA 0248),,P1,Priority 1: Poorly-known species
Drosera x badgerupii,,P2,Priority 2: Poorly-known species
Drosera x sidjamesii,,P1,Priority 1: Poorly-known species
Drummondita billyacatting,,P2,Priority 2: Poorly-known species
Drummondita ericoides,Moresby Range Drummondita,VU,Vulnerable
Drummondita fulva,,P3,Priority 3: Poorly-known species
Drummondita longifolia,Peak Charles Drummondita,VU,Vulnerable
Drummondita miniata,,P3,Priority 3: Poorly-known species
Drummondita rubriviridis,,P1,Priority 1: Poorly-known species
Drummondita wilsonii,,P1,Priority 1: Poorly-known species
Duma horrida subsp. abdita,Remote Thorny Lignum,EN,Endangered
Dysphania congestiflora,Marsh Crumbweed,P3,Priority 3: Poorly-known species
Echinochloa kimberleyensis,,P1,Priority 1: Poorly-known species
Einadia nutans subsp. nutans,,P3,Priority 3: Poorly-known species
Elachanthus pusillus,Elacanth,P2,Priority 2: Poorly-known species
Elacholoma sp. Showy flowers (C.P. Campbell 1762),,P1,Priority 1: Poorly-known species
Elatine macrocalyx,,P3,Priority 3: Poorly-known species
Eleocharis acutangula subsp. acutangula,,P1,Priority 1: Poorly-known species
Eleocharis keigheryi,Keighery's Eleocharis,VU,Vulnerable
Eleocharis ochrostachys,,P3,Priority 3: Poorly-known species
Eleocharis papillosa,Dwarf Desert Spikerush,P3,Priority 3: Poorly-known species
Eleocharis philippinensis,,P3,Priority 3: Poorly-known species
Elionurus tylophorus,,P2,Priority 2: Poorly-known species
Empusa habenarina,,P2,Priority 2: Poorly-known species
Enekbatus bounites,,P2,Priority 2: Poorly-known species
Enekbatus cristatus,,P2,Priority 2: Poorly-known species
Enekbatus dualis,,P1,Priority 1: Poorly-known species
Enekbatus longistylus,,P3,Priority 3: Poorly-known species
Enekbatus planifolius,,P1,Priority 1: Poorly-known species
Engaewa pseudoreducta,Margaret River Burrowing Crayfish,CR,Critically Endangered
Engaewa reducta,Dunsborough Burrowing Crayfish,EN,Endangered
Engaewa walpolea,Walpole Burrowing Crayfish,EN,Endangered
Epitriche demissus,,P2,Priority 2: Poorly-known species
Eragrostis confertiflora,,P3,Priority 3: Poorly-known species
Eragrostis crateriformis,,P3,Priority 3: Poorly-known species
Eragrostis filicaulis,,P2,Priority 2: Poorly-known species
Eragrostis lanicaulis,,P3,Priority 3: Poorly-known species
Eragrostis lasioclada,,P1,Priority 1: Poorly-known species
Eragrostis lilliputiana,,P3,Priority 3: Poorly-known species
Eragrostis petraea,,P1,Priority 1: Poorly-known species
Eragrostis rigidiuscula,,P1,Priority 1: Poorly-known species
Eragrostis schultzii,,P3,Priority 3: Poorly-known species
Eragrostis sp. Erect spikelets (P.K. Latz 2122),,P3,Priority 3: Poorly-known species
Eragrostis sp. Lake Carey (J. Paterson & J. Warden WB 40825),,P1,Priority 1: Poorly-known species
Eragrostis sp. Limestone (P.K. Latz 5921),,P3,Priority 3: Poorly-known species
Eragrostis sp. Mt Robinson (S. van Leeuwen 4109),,P2,Priority 2: Poorly-known species
Eragrostis spartinoides,,P3,Priority 3: Poorly-known species
Eragrostis surreyana,,P3,Priority 3: Poorly-known species
Eremaea acutifolia,Rusty Eremaea,P3,Priority 3: Poorly-known species
Eremaea blackwelliana,,P4,"Priority 4: Rare, Near Threatened"
Eremaea sp. Cairn Hill (B. Morgan 532),,P2,Priority 2: Poorly-known species
Eremaea violacea subsp. Dobaderry Swamp (M.E. Trudgen 3909),,P2,Priority 2: Poorly-known species
Eremophila acutifolia,,P3,Priority 3: Poorly-known species
Eremophila adenotricha,Glandular-haired Eremophila,P1,Priority 1: Poorly-known species
Eremophila annosicaulis,,P3,Priority 3: Poorly-known species
Eremophila anomala,Paroo Poverty Bush,P1,Priority 1: Poorly-known species
Eremophila appressa,,P1,Priority 1: Poorly-known species
Eremophila arachnoides subsp. arachnoides,Spider Web Eremophila,P3,Priority 3: Poorly-known species
Eremophila arachnoides subsp. tenera,Slender-leaved Eremophila,P3,Priority 3: Poorly-known species
Eremophila arguta,,P1,Priority 1: Poorly-known species
Eremophila attenuata,Connie Sue Poverty Bush,P1,Priority 1: Poorly-known species
Eremophila aureivisca,Rason Poverty Bush,P1,Priority 1: Poorly-known species
Eremophila ballythunnensis,,P1,Priority 1: Poorly-known species
Eremophila biserrata,Prostrate Eremophila,P4,"Priority 4: Rare, Near Threatened"
Eremophila brevifolia,Spotted Eremophila,P2,Priority 2: Poorly-known species
Eremophila buirchellii,,P2,Priority 2: Poorly-known species
Eremophila caerulea subsp. merrallii,Bruce Rock Eremophila,P4,"Priority 4: Rare, Near Threatened"
Eremophila calcicola,,P2,Priority 2: Poorly-known species
Eremophila campanulata,Bell-flowered Poverty Bush,P3,Priority 3: Poorly-known species
Eremophila capricornica,,P1,Priority 1: Poorly-known species
Eremophila chamaephila,Earth Loving Eremophila,P3,Priority 3: Poorly-known species
Eremophila ciliata,Archer's Eremophila,EN,Endangered
Eremophila coacta,,P3,Priority 3: Poorly-known species
Eremophila compacta subsp. Kennedy Range (B. Buirchell BB 107),,P2,Priority 2: Poorly-known species
Eremophila complanata,,P2,Priority 2: Poorly-known species
Eremophila compressa,Wispy Eremophila,P3,Priority 3: Poorly-known species
Eremophila congesta,,P1,Priority 1: Poorly-known species
Eremophila cuneata,,P1,Priority 1: Poorly-known species
Eremophila daddii,,P1,Priority 1: Poorly-known species
Eremophila decussata,,P1,Priority 1: Poorly-known species
Eremophila demissa,,P1,Priority 1: Poorly-known species
Eremophila dendritica,,P2,Priority 2: Poorly-known species
Eremophila denticulata subsp. denticulata,Fitzgerald Eremophila,VU,Vulnerable
Eremophila denticulata subsp. trisulcata,Cumquat Eremophila,EN,Endangered
Eremophila eversa,,P1,Priority 1: Poorly-known species
Eremophila fasciata,Spaghetti Eremophila,P3,Priority 3: Poorly-known species
Eremophila ferricola,,P1,Priority 1: Poorly-known species
Eremophila flaccida subsp. attenuata,,P3,Priority 3: Poorly-known species
Eremophila forrestii subsp. capensis,Cape Range poverty bush,P3,Priority 3: Poorly-known species
Eremophila forrestii subsp. viridis,,P3,Priority 3: Poorly-known species
Eremophila glabra subsp. chlorella,,EN,Endangered
Eremophila glabra subsp. Lake Austin (P.J. Curry & P. Hennig 367),,P1,Priority 1: Poorly-known species
Eremophila glabra subsp. Morawa (C.A. Gardner 7521),,P1,Priority 1: Poorly-known species
Eremophila glabra subsp. Rason Lake (R.D. Royce 5582),,P1,Priority 1: Poorly-known species
Eremophila glabra subsp. Scaddan (C. Turley s.n. 10/11/2005),,CR,Critically Endangered
Eremophila glabra subsp. York (P.G. Wilson 12172 B),,P1,Priority 1: Poorly-known species
Eremophila graciliflora,Slender-flowered Eremophila,P1,Priority 1: Poorly-known species
Eremophila gracillima,,P3,Priority 3: Poorly-known species
Eremophila grandiflora,,P1,Priority 1: Poorly-known species
Eremophila hamulata,,P1,Priority 1: Poorly-known species
Eremophila hillii,,P4,"Priority 4: Rare, Near Threatened"
Eremophila humilis,,P1,Priority 1: Poorly-known species
Eremophila inflata,,P4,"Priority 4: Rare, Near Threatened"
Eremophila jamesiorum,,P2,Priority 2: Poorly-known species
Eremophila koobabbiensis,"Koobabbie Eremophila, Koobabbie Poverty Bush",CR,Critically Endangered
Eremophila laccata,,P1,Priority 1: Poorly-known species
Eremophila lactea,Milky Emu Bush,CR,Critically Endangered
Eremophila lanata,,P3,Priority 3: Poorly-known species
Eremophila lucida,,P1,Priority 1: Poorly-known species
Eremophila maculata subsp. filifolia,,P1,Priority 1: Poorly-known species
Eremophila magnifica subsp. magnifica,,P4,"Priority 4: Rare, Near Threatened"
Eremophila magnifica subsp. velutina,,P3,Priority 3: Poorly-known species
Eremophila margarethae subsp. straight sepals (G. Cockerton & B. McLean LCH 31310),,P1,Priority 1: Poorly-known species
Eremophila microphylla,,P3,Priority 3: Poorly-known species
Eremophila microtheca,Heath-like Eremophila,P4,"Priority 4: Rare, Near Threatened"
Eremophila mirabilis,,P2,Priority 2: Poorly-known species
Eremophila muelleriana,"Round-leaved Eremophila, Pound-leaved Eremophila",P3,Priority 3: Poorly-known species
Eremophila naaykensii,,P3,Priority 3: Poorly-known species
Eremophila nivea,Silky Eremophila,CR,Critically Endangered
Eremophila obliquisepala,,P3,Priority 3: Poorly-known species
Eremophila occidens,,P2,Priority 2: Poorly-known species
Eremophila oldfieldii subsp. papula,,P1,Priority 1: Poorly-known species
Eremophila pallida,,P2,Priority 2: Poorly-known species
Eremophila parvifolia subsp. parvifolia,Small-leaved Poverty Bush,P4,"Priority 4: Rare, Near Threatened"
Eremophila perglandulosa,,P1,Priority 1: Poorly-known species
Eremophila petrophila subsp. densa,,P3,Priority 3: Poorly-known species
Eremophila physocalyx,,P3,Priority 3: Poorly-known species
Eremophila pilosa,,P1,Priority 1: Poorly-known species
Eremophila pinnatifida,Dalwallinu Eremophila,CR,Critically Endangered
Eremophila platycalyx subsp. Wongawol (N.H. Speck 1291),,P1,Priority 1: Poorly-known species
Eremophila praecox,,P2,Priority 2: Poorly-known species
Eremophila prolata,,P1,Priority 1: Poorly-known species
Eremophila pungens,,P4,"Priority 4: Rare, Near Threatened"
Eremophila purpurascens,Purple Eremophila,P3,Priority 3: Poorly-known species
Eremophila pusilliflora,,P2,Priority 2: Poorly-known species
Eremophila racemosa,Showy Eremophila,P4,"Priority 4: Rare, Near Threatened"
Eremophila rarissima,,P1,Priority 1: Poorly-known species
Eremophila regia,,P1,Priority 1: Poorly-known species
Eremophila resiliens,,P1,Priority 1: Poorly-known species
Eremophila resinosa,Resinous Eremophila,EN,Endangered
Eremophila retropila,,P1,Priority 1: Poorly-known species
Eremophila rhegos,,P1,Priority 1: Poorly-known species
Eremophila rigens,,P3,Priority 3: Poorly-known species
Eremophila rigida,,P3,Priority 3: Poorly-known species
Eremophila rostrata subsp. rostrata,,CR,Critically Endangered
Eremophila rostrata subsp. trifida,,CR,Critically Endangered
Eremophila sargentii,,P2,Priority 2: Poorly-known species
Eremophila scaberula,Rough Emu Bush,CR,Critically Endangered
Eremophila scrobiculata,,P1,Priority 1: Poorly-known species
Eremophila sericea,,P1,Priority 1: Poorly-known species
Eremophila serpens,Snake Eremophila,P4,"Priority 4: Rare, Near Threatened"
Eremophila shonae subsp. diffusa,,P3,Priority 3: Poorly-known species
Eremophila simulans subsp. megacalyx,,P3,Priority 3: Poorly-known species
Eremophila sp. Beverley (K. Kershaw KK 2438),,P1,Priority 1: Poorly-known species
Eremophila sp. Byro (R. Wait 6128/97),,P3,Priority 3: Poorly-known species
Eremophila sp. Coodardo Gap (B. Buirchell BB 330),,P1,Priority 1: Poorly-known species
Eremophila sp. Great Victoria Desert (R. Davis 10621),,P2,Priority 2: Poorly-known species
Eremophila sp. Ironstone (G. Cockerton & B. McLean LCH 31311),,P1,Priority 1: Poorly-known species
