scientificName,vernacularName,status,sourceStatus,generalisation
Utricularia oppositiflora,,Priority 3: Poorly-known species,P3,10 km
Utricularia papilliscapa,,Priority 2: Poorly-known species,P2,10 km
Utricularia stellaris,,Priority 1: Poorly-known species,P1,10 km
Utricularia tridactyla,,Priority 1: Poorly-known species,P1,10 km
Utricularia tubulata,,Priority 1: Poorly-known species,P1,10 km
Utricularia wannanii,,Priority 2: Poorly-known species,P2,10 km
Utricularia westonii,,Priority 2: Poorly-known species,P2,10 km
Uvedalia clementii,,Priority 1: Poorly-known species,P1,10 km
Vallisneria sp. Weelarrana (M.N. Lyons & S.D. Lyons 3050),,Priority 1: Poorly-known species,P1,10 km
Verticordia aereiflora,,Priority 2: Poorly-known species,P2,10 km
Verticordia albida,,Critically Endangered,CR,10 km
Verticordia amphigia,,Priority 3: Poorly-known species,P3,10 km
Verticordia apecta,,Critically Endangered,CR,10 km
Verticordia argentea,,Priority 2: Poorly-known species,P2,10 km
Verticordia attenuata,,Priority 3: Poorly-known species,P3,10 km
Verticordia aurea,,"Priority 4: Rare, Near Threatened",P4,10 km
Verticordia brevifolia subsp. brevifolia,,Priority 3: Poorly-known species,P3,10 km
Verticordia brevifolia subsp. stirlingensis,,Priority 2: Poorly-known species,P2,10 km
Verticordia capillaris,,"Priority 4: Rare, Near Threatened",P4,10 km
Verticordia carinata,,Vulnerable,VU,10 km
Verticordia chrysostachys var. pallida,,Priority 3: Poorly-known species,P3,10 km
Verticordia citrella,,Priority 2: Poorly-known species,P2,10 km
Verticordia comosa,,Priority 1: Poorly-known species,P1,10 km
Verticordia cooloomia,,Priority 3: Poorly-known species,P3,10 km
Verticordia coronata,,Priority 3: Poorly-known species,P3,10 km
Verticordia crebra,,Vulnerable,VU,10 km
Verticordia dasystylis subsp. dasystylis,,Priority 2: Poorly-known species,P2,10 km
Verticordia dasystylis subsp. kalbarriensis,,Priority 2: Poorly-known species,P2,10 km
Verticordia dasystylis subsp. oestopoia,,Priority 1: Poorly-known species,P1,10 km
Verticordia densiflora var. pedunculata,,Endangered,EN,10 km
Verticordia densiflora var. roseostella,,Priority 3: Poorly-known species,P3,10 km
Verticordia dichroma var. dichroma,,Priority 3: Poorly-known species,P3,10 km
Verticordia dichroma var. syntoma,,Priority 3: Poorly-known species,P3,10 km
Verticordia elizabethiae,,Priority 1: Poorly-known species,P1,10 km
Verticordia endlicheriana var. angustifolia,,Priority 3: Poorly-known species,P3,10 km
Verticordia fimbrilepis subsp. australis,,Endangered,EN,10 km
Verticordia fimbrilepis subsp. fimbrilepis,,Vulnerable,VU,10 km
Verticordia fragrans,,Priority 3: Poorly-known species,P3,10 km
Verticordia galeata,,Priority 2: Poorly-known species,P2,10 km
Verticordia gracilis,,Priority 3: Poorly-known species,P3,10 km
Verticordia halophila,,Priority 2: Poorly-known species,P2,10 km
Verticordia harveyi,,"Priority 4: Rare, Near Threatened",P4,10 km
Verticordia helichrysantha,,Vulnerable,VU,10 km
Verticordia huegelii var. tridens,,Priority 3: Poorly-known species,P3,10 km
Verticordia hughanii,,Endangered,EN,10 km
Verticordia insignis subsp. eomagis,,Priority 3: Poorly-known species,P3,10 km
Verticordia integra,,"Priority 4: Rare, Near Threatened",P4,10 km
Verticordia jamiesonii,,Priority 3: Poorly-known species,P3,10 km
Verticordia lehmannii,,"Priority 4: Rare, Near Threatened",P4,10 km
Verticordia lepidophylla var. quantula,,Priority 1: Poorly-known species,P1,10 km
Verticordia lindleyi subsp. lindleyi,,"Priority 4: Rare, Near Threatened",P4,10 km
Verticordia longistylis,,Priority 3: Poorly-known species,P3,10 km
Verticordia luteola var. luteola,,Priority 3: Poorly-known species,P3,10 km
Verticordia luteola var. rosea,,Priority 1: Poorly-known species,P1,10 km
Verticordia mirabilis,,Priority 1: Poorly-known species,P1,10 km
Verticordia mitchelliana subsp. mitchelliana,,Priority 3: Poorly-known species,P3,10 km
Verticordia mitodes,,Priority 3: Poorly-known species,P3,10 km
Verticordia muelleriana subsp. minor,,Priority 2: Poorly-known species,P2,10 km
Verticordia muelleriana subsp. muelleriana,,Priority 3: Poorly-known species,P3,10 km
Verticordia multiflora subsp. solox,,Priority 2: Poorly-known species,P2,10 km
Verticordia paludosa,,"Priority 4: Rare, Near Threatened",P4,10 km
Verticordia penicillaris,,"Priority 4: Rare, Near Threatened",P4,10 km
Verticordia pityrhops,,Endangered,EN,10 km
Verticordia plumosa var. ananeotes,,Critically Endangered,CR,10 km
Verticordia plumosa var. vassensis,,Endangered,EN,10 km
Verticordia polytricha,,"Priority 4: Rare, Near Threatened",P4,10 km
Verticordia pulchella,,Priority 2: Poorly-known species,P2,10 km
Verticordia roei subsp. meiogona,,Priority 1: Poorly-known species,P1,10 km
Verticordia rutilastra,,Priority 3: Poorly-known species,P3,10 km
Verticordia serotina,,Priority 2: Poorly-known species,P2,10 km
Verticordia serrata var. Udumung (D. Hunter & B. Yarran 941006),,Priority 2: Poorly-known species,P2,10 km
Verticordia serrata var. linearis,,Priority 3: Poorly-known species,P3,10 km
Verticordia setacea,,Priority 2: Poorly-known species,P2,10 km
Verticordia sieberi var. pachyphylla,,Priority 1: Poorly-known species,P1,10 km
Verticordia sp. Dundas (C.A. Gardner 2848),,Priority 1: Poorly-known species,P1,10 km
Verticordia spicata subsp. squamosa,,Critically Endangered,CR,10 km
Verticordia staminosa subsp. cylindracea var. cylindracea,,Vulnerable,VU,10 km
Verticordia staminosa subsp. cylindracea var. erecta,,Critically Endangered,CR,10 km
Verticordia staminosa subsp. staminosa,,Critically Endangered,CR,10 km
Verticordia stenopetala,,Priority 3: Poorly-known species,P3,10 km
Verticordia venusta,,Priority 3: Poorly-known species,P3,10 km
Verticordia verticordina,,Priority 3: Poorly-known species,P3,10 km
Verticordia wonganensis,,Priority 2: Poorly-known species,P2,10 km
Verticordia x eurardyensis,,Priority 1: Poorly-known species,P1,10 km
Vigna triodiophila,,Priority 3: Poorly-known species,P3,10 km
Vincetoxicum polyanthum,,Priority 1: Poorly-known species,P1,10 km
Viscum articulatum,,Priority 1: Poorly-known species,P1,10 km
Viscum ovalifolium,,Priority 1: Poorly-known species,P1,10 km
Viscum whitei subsp. flexicaule,,Priority 2: Poorly-known species,P2,10 km
Vittadinia blackii,,Priority 2: Poorly-known species,P2,10 km
Vittadinia cervicularis var. occidentalis,,Priority 1: Poorly-known species,P1,10 km
Vittadinia cervicularis var. oldfieldii,,Priority 1: Poorly-known species,P1,10 km
Vittadinia pustulata,,Priority 3: Poorly-known species,P3,10 km
Vittadinia sp. A Kimberley Flora (R.J. Cranfield 6527),,Priority 3: Poorly-known species,P3,10 km
Vittadinia sp. Coondewanna Flats (S. van Leeuwen 4684),,Priority 3: Poorly-known species,P3,10 km
Walteranthus erectus,,Priority 2: Poorly-known species,P2,10 km
Warnstorfia fluitans,,Priority 2: Poorly-known species,P2,10 km
Westringia acifolia,,Priority 1: Poorly-known species,P1,10 km
Westringia fitzgeraldensis,,Priority 2: Poorly-known species,P2,10 km
Westringia ophioglossa,,Priority 1: Poorly-known species,P1,10 km
Whiteochloa capillipes,,Priority 1: Poorly-known species,P1,10 km
Whiteochloa sp. Hann River (Aplin et al. 917),,Priority 1: Poorly-known species,P1,10 km
Wurmbea calcicola,,Vulnerable,VU,10 km
Wurmbea fluviatilis,,Priority 2: Poorly-known species,P2,10 km
Wurmbea murchisoniana,,"Priority 4: Rare, Near Threatened",P4,10 km
Wurmbea saccata,,Priority 3: Poorly-known species,P3,10 km
Wurmbea sp. Cranbrook (A.R. Annels 3819),,Priority 3: Poorly-known species,P3,10 km
Wurmbea sp. Denham Pool (F. Hort et al. 2216),,Priority 1: Poorly-known species,P1,10 km
Wurmbea sp. Muggon (T.D. Macfarlane & R. Davis TDM 3336),,Priority 1: Poorly-known species,P1,10 km
Wurmbea tubulosa,,Vulnerable,VU,10 km
Xanthoparmelia darlingensis,,Priority 1: Poorly-known species,P1,10 km
Xanthoparmelia dayiana,,Priority 3: Poorly-known species,P3,10 km
Xanthoparmelia fumigata,,Priority 2: Poorly-known species,P2,10 km
Xanthoparmelia gerhardii,,Priority 2: Poorly-known species,P2,10 km
Xanthoparmelia hypoleiella,,Priority 3: Poorly-known species,P3,10 km
Xanthoparmelia kondininensis,,Priority 2: Poorly-known species,P2,10 km
Xanthoparmelia louisii,,Priority 2: Poorly-known species,P2,10 km
Xanthoparmelia nashii,,Priority 3: Poorly-known species,P3,10 km
Xanthoparmelia norpraegnans,,Priority 2: Poorly-known species,P2,10 km
Xanthoparmelia norpumila,,Priority 2: Poorly-known species,P2,10 km
Xanthoparmelia sammyi,,Priority 1: Poorly-known species,P1,10 km
Xanthoparmelia sargentii,,Priority 1: Poorly-known species,P1,10 km
Xanthoparmelia scabrosina,,Priority 1: Poorly-known species,P1,10 km
Xanthoparmelia subalpina,,Priority 2: Poorly-known species,P2,10 km
Xanthoparmelia subbarbatica,,Priority 1: Poorly-known species,P1,10 km
Xanthoparmelia subimitatrix,,Priority 3: Poorly-known species,P3,10 km
Xanthoparmelia xanthomelanoides,,Priority 2: Poorly-known species,P2,10 km
Xanthorrhoea brevistyla,,"Priority 4: Rare, Near Threatened",P4,10 km
Xanthosia collina,,Priority 3: Poorly-known species,P3,10 km
Xanthosia eichleri,,"Priority 4: Rare, Near Threatened",P4,10 km
Xanthosia peduncularis,,Priority 3: Poorly-known species,P3,10 km
Xanthosia tomentosa,,"Priority 4: Rare, Near Threatened",P4,10 km
Xanthostemon psidioides,,Priority 2: Poorly-known species,P2,10 km
Xanthostemon umbrosus,,Priority 1: Poorly-known species,P1,10 km
Xerochrysum boreale,,Priority 3: Poorly-known species,P3,10 km
Xyris exilis,,Endangered,EN,10 km
Xyris maxima,,Priority 2: Poorly-known species,P2,10 km
Zehneria mucronata,,Priority 1: Poorly-known species,P1,10 km
Zeuxine oblonga,,Priority 2: Poorly-known species,P2,10 km
Zornia areolata,,Priority 1: Poorly-known species,P1,10 km
Zornia sp. West Kimberley (C.A. Gardner 9942),,Priority 3: Poorly-known species,P3,10 km
Abebaioscia troglodytes,Pannikin Plain Cave isopod,Vulnerable,VU,10 km
Acanthophis antarcticus,southern death adder,Priority 3: Poorly-known species,P3,10 km
Acercella poorginup,Poorginup Swamp watermite,Priority 2: Poorly-known species,P2,10 km
Acizzia mccarthyi,McCarthy's plant-louse,Vulnerable,VU,10 km
Acizzia veski,Vesk's plant-louse,Vulnerable,VU,10 km
Acrocephalus orientalis,oriental reed-warbler,Migratory,MI,10 km
Actitis hypoleucos,common sandpiper,Migratory,MI,10 km
Aipysurus apraefrontalis,short-nosed seasnake,Critically Endangered,CR,10 km
Aipysurus foliosquama,leaf-scaled seasnake,Critically Endangered,CR,10 km
Amplirhagada astuta,a camaenid land snail (Koolan and Molema Islands),Vulnerable,VU,10 km
Amplirhagada herbertena,Herbert's camaenid land snail (Buccaneer Archipelago),Priority 1: Poorly-known species,P1,10 km
Amplirhagada montalivetensis,Montalivet Island camaenid land snail,Priority 1: Poorly-known species,P1,10 km
Amplirhagada novelta,a camaenid land snail (Napier-Broome Bay),Priority 1: Poorly-known species,P1,10 km
Amplirhagada questroana,El Questro Station camaenid land snail,Priority 1: Poorly-known species,P1,10 km
Amytornis housei,black grasswren,"Priority 4: Rare, Near Threatened",P4,10 km
Amytornis striatus striatus,striated grasswren (sandplain),"Priority 4: Rare, Near Threatened",P4,10 km
Amytornis textilis textilis,western grasswren,"Priority 4: Rare, Near Threatened",P4,10 km
Anilios ganei,Gane's blind snake (Pilbara),Priority 1: Poorly-known species,P1,10 km
Anilios howi,Kimberley deep-soil blind snake (Admiralty Gulf),Priority 2: Poorly-known species,P2,10 km
Anilios longissimus,Barrow Island blind snake,Priority 2: Poorly-known species,P2,10 km
Anilios margaretae,buff snouted blind snake (Lake Throssell),Priority 2: Poorly-known species,P2,10 km
Anilios micromma,small-eyed blind snake (Leopold Downs),Priority 1: Poorly-known species,P1,10 km
Anilios sp. 'Cape Range',Cape Range blind snake,Priority 1: Poorly-known species,P1,10 km
Anilios splendidus,splendid blind snake (North West Cape),Priority 2: Poorly-known species,P2,10 km
Anilios troglodytes,Sandamara blind snake (Napier Range),Priority 1: Poorly-known species,P1,10 km
Anilios yampiensis,Yampi blind snake (Yampi Sound),Priority 2: Poorly-known species,P2,10 km
Anous stolidus,common noddy,Migratory,MI,10 km
Anous tenuirostris melanops,Australian lesser noddy,Endangered,EN,10 km
Anoxypristis cuspidata,narrow sawfish,Migratory,MI,10 km
Antichiropus sp. 'DIP004',Roy Hill Antichiropus millipede,Priority 1: Poorly-known species,P1,10 km
Antichiropus sp. 'DIP005',Abydos Antichiropus millipede,Priority 1: Poorly-known species,P1,10 km
Antichiropus sp. 'DIP006',Area C Antichiropus millipede,Priority 1: Poorly-known species,P1,10 km
Antichiropus sp. 'DIP007',Bond's Antichiropus millipede,Priority 1: Poorly-known species,P1,10 km
Antichiropus sp. 'DIP008',Flinders Antichiropus millipede,Priority 1: Poorly-known species,P1,10 km
Antichiropus sp. 'DIP013',Cloudbreak Antichiropus millipede,Priority 1: Poorly-known species,P1,10 km
Antichiropus sp. 'DIP029',Mt Bruce Antichiropus millipede,Priority 1: Poorly-known species,P1,10 km
Antipodogomphus hodgkini,Pilbara dragonfly,Priority 3: Poorly-known species,P3,10 km
Aprasia haroldi,Shark Bay worm-lizard,Priority 1: Poorly-known species,P1,10 km
Aprasia rostrata,Ningaloo worm lizard,Priority 3: Poorly-known species,P3,10 km
Apus pacificus,fork-tailed swift,Migratory,MI,10 km
Arctocephalus forsteri,"New Zealand fur seal, long-nosed fur seal",Other Specially Protected,OS,10 km
Arctocephalus tropicalis,Subantarctic fur seal,Vulnerable,VU,10 km
Ardenna carneipes,flesh-footed shearwater,Vulnerable,VU,10 km
Ardenna grisea,sooty shearwater,Migratory,MI,10 km
Ardenna pacifica,wedge-tailed shearwater,Migratory,MI,10 km
Ardenna tenuirostris,short-tailed shearwater,Migratory,MI,10 km
Arenaria interpres,ruddy turnstone,Migratory,MI,10 km
Aspidites ramsayi (southwest subpopulation),woma (southwest subpopulation),Priority 1: Poorly-known species,P1,10 km
Atelomastix anancita,Cape Arid atelomastix millipede,Vulnerable,VU,10 km
Atelomastix brennani,Brennan’s atelomastix millipede,Vulnerable,VU,10 km
Atelomastix culleni,Cullen’s atelomastix millipede,Vulnerable,VU,10 km
Atelomastix danksi,Toolbrunup atelomastix millipede,Vulnerable,VU,10 km
Atelomastix dendritica,Recherche atelomastix millipede,Vulnerable,VU,10 km
Atelomastix flavognatha,yellow jawed atelomastix millipede,Vulnerable,VU,10 km
Atelomastix grandis,Le Grand atelomastix millipede,Vulnerable,VU,10 km
Atelomastix julianneae,Waldock’s atelomastix millipede,Vulnerable,VU,10 km
Atelomastix lengae,Leng’s atelomastix millipede,Vulnerable,VU,10 km
Atelomastix longbottomi,Longbottom’s atelomastix millipede,Vulnerable,VU,10 km
Atelomastix melindae,Moir’s atelomastix millipede,Vulnerable,VU,10 km
Atelomastix poustiei,Wedge Hill atelomastix millipede,Vulnerable,VU,10 km
Atelomastix priona,saw atelomastix millipede,Vulnerable,VU,10 km
Atelomastix sarahae,Comer’s atelomastix millipede,Vulnerable,VU,10 km
Atelomastix tigrina,striped atelomastix millipede,Vulnerable,VU,10 km
Atelomastix tumula,Bluff Knoll atelomastix millipede,Vulnerable,VU,10 km
Atrichornis clamosus,"noisy scrub-bird, tjimiluk",Endangered,EN,10 km
Australotomurus morbidus,"cemetery springtail, Guildford springtail",Priority 3: Poorly-known species,P3,10 km
Austroassiminea letha,Cape Leeuwin freshwater snail,Vulnerable,VU,10 km
Austroconops mcmillani,McMillan's biting midge (Swan Coastal Plain),Priority 2: Poorly-known species,P2,10 km
Austrosaga spinifer,spiny katydid (Swan Coastal Plain),Priority 2: Poorly-known species,P2,10 km
Balaenoptera bonaerensis,Antarctic minke whale,Migratory,MI,10 km
Balaenoptera borealis,sei whale,Endangered,EN,10 km
Balaenoptera edeni,Bryde's whale,Migratory,MI,10 km
Balaenoptera musculus,blue whale,Endangered,EN,10 km
Balaenoptera physalus,fin whale,Endangered,EN,10 km
Bamazomus subsolanus,eastern Cape Range bamazomus,Endangered,EN,10 km
Bamazomus vespertinus,western Cape Range bamazomus,Endangered,EN,10 km
Baudinella baudinensis,Baudin Island camaenid land snail,Priority 3: Poorly-known species,P3,10 km
Bertmainius colonus,Eastern Stirling Range pygmy trapdoor spider,Vulnerable,VU,10 km
Bertmainius monachus,Talyuberlup pygmy trapdoor spider,Endangered,EN,10 km
Bertmainius mysticus,mystical pygmy trapdoor spider,Priority 2: Poorly-known species,P2,10 km
Bertmainius opimus,western pygmy trapdoor spider,Priority 3: Poorly-known species,P3,10 km
Bertmainius pandus,Toolbrunup pygmy trapdoor spider,Critically Endangered,CR,10 km
Bertmainius tingle,Tingle pygmy trapdoor spider,Endangered,EN,10 km
Bertmainius tumidus,thick-legged pygmy trapdoor spider,Endangered,EN,10 km
Bettongia anhydra,desert bettong,Extinct,EX,10 km
Bettongia lesueur graii,"burrowing bettong (inland), boodie (inland)",Extinct,EX,10 km
Bettongia lesueur lesueur,"Shark Bay burrowing bettong, boodie (Shark Bay)",Conservation Dependent,CD,10 km
Bettongia lesueur subsp. (Barrow and Boodie Islands),"Barrow Island burrowing bettong, boodie (Barrow and Boodie Islands)",Conservation Dependent,CD,10 km
Bettongia penicillata ogilbyi,"woylie, brush-tailed bettong",Critically Endangered,CR,10 km
Bettongia pusilla,Nullarbor dwarf bettong,Extinct,EX,10 km
Bogidomma australis,Barrow Island bogidomma amphipod,Vulnerable,VU,10 km
Botaurus poiciloptilus,Australasian bittern,Endangered,EN,10 km
Bothriembryon bradshawi,Bradshaw's bothriembryontid land snail (Tambellup),Priority 3: Poorly-known species,P3,10 km
Bothriembryon brazieri,Brazier's bothriembryontid land snail (Sitrling Ranges and Porongorups),Priority 2: Poorly-known species,P2,10 km
Bothriembryon glauerti,a bothriembryontid land snail (Stirling Ranges),Priority 2: Poorly-known species,P2,10 km
Bothriembryon irvineanus,Irvine's bothriembryontid land snail (Cape Naturaliste),Priority 2: Poorly-known species,P2,10 km
Bothriembryon perobesus,a bothriembryontid land snail (Moore River),Priority 1: Poorly-known species,P1,10 km
Bothriembryon praecelsus,a bothriembryontid land snail (Kellerberrin),Extinct,EX,10 km
Bothriembryon whitleyi,Whitley's bothriembryontid land snail (Geraldton),Extinct,EX,10 km
Branchinella apophysata,a fairy shrimp (Laverton),Priority 1: Poorly-known species,P1,10 km
Branchinella basispina,a fairy shrimp (Balladonia-Norseman),Priority 3: Poorly-known species,P3,10 km
Branchinella denticulata,a fairy shrimp (Carnavon to Kalgoorlie),Priority 3: Poorly-known species,P3,10 km
Branchinella simplex,a fairy shrimp (inland WA),Priority 1: Poorly-known species,P1,10 km
Branchinella wellardi,a fairy shrimp (Carnarvon and Murchison),Priority 3: Poorly-known species,P3,10 km
Budginmaya eulae,Eula's planthopper,Priority 1: Poorly-known species,P1,10 km
Bulweria bulwerii,Bulwer's petrel,Migratory,MI,10 km
Bunderia misophaga,a copepod (Bundera Sinkhole),Critically Endangered,CR,10 km
